"Response ID","Consent Form for Participation in the Study   Researchers and Contact Details: This study is conducted by WeWantA9 from Radboud University. If you have any questions or concerns regarding this research, you can contact:   Oliver Irvine, oliver.irvine@ru.nl +4915127264981.       Ahmad Alansary, ahmad.ahmadhossamrefaatalialansary@ru.nl +31 630 830 183   Elias Ahmadi, elias.ahmadi@ru.nl  +31 683 443 503   Simon Harmsma, simon.harmsma@ru.nl  +31 611 493 329   Tjeerd Vissia, tjeerd.vissia@ru.nl +31 622 652 884   Javier Gálvez, javier.galvezgomez@ru.nl,  +34 646 660 265    Data Protection Officer, Radboud University: [icthelpdesk@ru.nl, 24 362 22 22]   Purpose of the Study: The aim of this study is to understand how individuals make decisions regarding traffic incidents. This research seeks to contribute to improved traffic management and safety by gaining scientific insights into human decision-making in stressful scenarios.   Study Procedures: As a participant, you will be presented with several hypothetical traffic scenarios. You will be asked to decide between different outcomes in each scenario.   Duration: The study consists of one session lasting approximately 15minutes.   Benefits: While there are no direct benefits to you as a participant, your contribution will aid in the development of safer and more efficient traffic systems.   Risks or discomfort: Participation involves no foreseeable risks or discomfort beyond the decision-making process itself.   Use of Personal Data: Your personal data will be collected and processed solely for research purposes.      Recipients of Data: Your data will be handled with strict confidentiality.   1. Pseudonymized research data may be shared publicly via academic data repositories for transparency and reproducibility.   2. Raw research data will only be accessible to the research team.   3. Personal data collected for administrative purposes will not be shared with any third parties.      Your Rights: As a participant, you have the following rights:   1. Access, rectify, or erase your personal data.   2. Restrict or object to data processing.   3. Withdraw consent for processing personal data at any time.   4. Request disposal of personal data (including research data) up to one month after participation.   5. Lodge a complaint with the Autoriteit Persoonsgegevens (Dutch DPA).   Insurance: This study is covered under the general liability insurance policy of Radboud University.      I declare that:   1. I have read and understood the information document and had the opportunity to ask questions.   2. I understand that my participation is voluntary and that I can withdraw at any time without providing a reason.   3. I consent to the use of my personal data for the purposes described in the information document.   4. I am aware of my rights regarding data processing, including the right to withdraw consent and request data disposal up to one month after participation.   5. I consent to the sharing of pseudonymized data for academic purposes.   For further information, please contact: [Javier Galvez, javier.galvezgomez@ru.nl, +34 646 660 265].  ","What is your participant number (the researcher who is conducting the study can help)?","What is your age?","What is your sex? [Male]","What is your sex? [Female]","What is your sex? [Non-binary]","What is your sex? [Prefer not to say]","Do you have your driver's licence?","How long do you have your driver's license (in years)? Leave it if you answered NO on the previous question","How difficult did you find it to make the decisions in scenario's 1 to 5? 10 is very difficult, 1 is very easy. Only answer after having done the first 5 scenario's.  [1]","How difficult did you find it to make the decisions in scenario's 1 to 5? 10 is very difficult, 1 is very easy. Only answer after having done the first 5 scenario's.  [2]","How difficult did you find it to make the decisions in scenario's 1 to 5? 10 is very difficult, 1 is very easy. Only answer after having done the first 5 scenario's.  [3]","How difficult did you find it to make the decisions in scenario's 1 to 5? 10 is very difficult, 1 is very easy. Only answer after having done the first 5 scenario's.  [4]","How difficult did you find it to make the decisions in scenario's 1 to 5? 10 is very difficult, 1 is very easy. Only answer after having done the first 5 scenario's.  [5]","How difficult did you find it to make the decisions in scenario's 1 to 5? 10 is very difficult, 1 is very easy. Only answer after having done the first 5 scenario's.  [6]","How difficult did you find it to make the decisions in scenario's 1 to 5? 10 is very difficult, 1 is very easy. Only answer after having done the first 5 scenario's.  [7]","How difficult did you find it to make the decisions in scenario's 1 to 5? 10 is very difficult, 1 is very easy. Only answer after having done the first 5 scenario's.  [8]","How difficult did you find it to make the decisions in scenario's 1 to 5? 10 is very difficult, 1 is very easy. Only answer after having done the first 5 scenario's.  [9]","How difficult did you find it to make the decisions in scenario's 1 to 5? 10 is very difficult, 1 is very easy. Only answer after having done the first 5 scenario's.  [10]","How difficult did you find it to make the decisions in scenario's 6 to 10? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 6 to 10.  [1]","How difficult did you find it to make the decisions in scenario's 6 to 10? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 6 to 10.  [2]","How difficult did you find it to make the decisions in scenario's 6 to 10? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 6 to 10.  [3]","How difficult did you find it to make the decisions in scenario's 6 to 10? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 6 to 10.  [4]","How difficult did you find it to make the decisions in scenario's 6 to 10? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 6 to 10.  [5]","How difficult did you find it to make the decisions in scenario's 6 to 10? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 6 to 10.  [6]","How difficult did you find it to make the decisions in scenario's 6 to 10? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 6 to 10.  [7]","How difficult did you find it to make the decisions in scenario's 6 to 10? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 6 to 10.  [8]","How difficult did you find it to make the decisions in scenario's 6 to 10? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 6 to 10.  [9]","How difficult did you find it to make the decisions in scenario's 6 to 10? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 6 to 10.  [10]","How difficult did you find it to make the decisions in scenario's 11 to 15? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 11 to 15.  [1]","How difficult did you find it to make the decisions in scenario's 11 to 15? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 11 to 15.  [2]","How difficult did you find it to make the decisions in scenario's 11 to 15? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 11 to 15.  [3]","How difficult did you find it to make the decisions in scenario's 11 to 15? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 11 to 15.  [4]","How difficult did you find it to make the decisions in scenario's 11 to 15? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 11 to 15.  [5]","How difficult did you find it to make the decisions in scenario's 11 to 15? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 11 to 15.  [6]","How difficult did you find it to make the decisions in scenario's 11 to 15? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 11 to 15.  [7]","How difficult did you find it to make the decisions in scenario's 11 to 15? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 11 to 15.  [8]","How difficult did you find it to make the decisions in scenario's 11 to 15? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 11 to 15.  [9]","How difficult did you find it to make the decisions in scenario's 11 to 15? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 11 to 15.  [10]","How difficult did you find it to make the decisions in scenario's 16 to 20? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 16 to 20.  [1]","How difficult did you find it to make the decisions in scenario's 16 to 20? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 16 to 20.  [2]","How difficult did you find it to make the decisions in scenario's 16 to 20? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 16 to 20.  [3]","How difficult did you find it to make the decisions in scenario's 16 to 20? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 16 to 20.  [4]","How difficult did you find it to make the decisions in scenario's 16 to 20? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 16 to 20.  [5]","How difficult did you find it to make the decisions in scenario's 16 to 20? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 16 to 20.  [6]","How difficult did you find it to make the decisions in scenario's 16 to 20? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 16 to 20.  [7]","How difficult did you find it to make the decisions in scenario's 16 to 20? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 16 to 20.  [8]","How difficult did you find it to make the decisions in scenario's 16 to 20? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 16 to 20.  [9]","How difficult did you find it to make the decisions in scenario's 16 to 20? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 16 to 20.  [10]","How difficult did you find it to make the decisions in scenario's 21 to 25? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 21 to 25.  [1]","How difficult did you find it to make the decisions in scenario's 21 to 25? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 21 to 25.  [2]","How difficult did you find it to make the decisions in scenario's 21 to 25? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 21 to 25.  [3]","How difficult did you find it to make the decisions in scenario's 21 to 25? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 21 to 25.  [4]","How difficult did you find it to make the decisions in scenario's 21 to 25? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 21 to 25.  [5]","How difficult did you find it to make the decisions in scenario's 21 to 25? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 21 to 25.  [6]","How difficult did you find it to make the decisions in scenario's 21 to 25? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 21 to 25.  [7]","How difficult did you find it to make the decisions in scenario's 21 to 25? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 21 to 25.  [8]","How difficult did you find it to make the decisions in scenario's 21 to 25? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 21 to 25.  [9]","How difficult did you find it to make the decisions in scenario's 21 to 25? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 21 to 25.  [10]","How difficult did you find it to make the decisions in scenario's 26 to 30? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 26 to 30.  [1]","How difficult did you find it to make the decisions in scenario's 26 to 30? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 26 to 30.  [2]","How difficult did you find it to make the decisions in scenario's 26 to 30? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 26 to 30.  [3]","How difficult did you find it to make the decisions in scenario's 26 to 30? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 26 to 30.  [4]","How difficult did you find it to make the decisions in scenario's 26 to 30? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 26 to 30.  [5]","How difficult did you find it to make the decisions in scenario's 26 to 30? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 26 to 30.  [6]","How difficult did you find it to make the decisions in scenario's 26 to 30? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 26 to 30.  [7]","How difficult did you find it to make the decisions in scenario's 26 to 30? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 26 to 30.  [8]","How difficult did you find it to make the decisions in scenario's 26 to 30? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 26 to 30.  [9]","How difficult did you find it to make the decisions in scenario's 26 to 30? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 26 to 30.  [10]","How difficult did you find it to make the decisions in scenario's 31 to 35? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 31 to 35. This is the last one! [1]","How difficult did you find it to make the decisions in scenario's 31 to 35? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 31 to 35. This is the last one! [2]","How difficult did you find it to make the decisions in scenario's 31 to 35? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 31 to 35. This is the last one! [3]","How difficult did you find it to make the decisions in scenario's 31 to 35? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 31 to 35. This is the last one! [4]","How difficult did you find it to make the decisions in scenario's 31 to 35? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 31 to 35. This is the last one! [5]","How difficult did you find it to make the decisions in scenario's 31 to 35? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 31 to 35. This is the last one! [6]","How difficult did you find it to make the decisions in scenario's 31 to 35? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 31 to 35. This is the last one! [7]","How difficult did you find it to make the decisions in scenario's 31 to 35? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 31 to 35. This is the last one! [8]","How difficult did you find it to make the decisions in scenario's 31 to 35? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 31 to 35. This is the last one! [9]","How difficult did you find it to make the decisions in scenario's 31 to 35? 10 is very difficult, 1 is very easy. Only answer after having done the scenario's 31 to 35. This is the last one! [10]"
"16","Yes","S8","20","Yes","No","No","No","Yes","2","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"17","Yes","S5","20","No","Yes","No","No","Yes","1","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"18","Yes","S6","19","No","Yes","No","No","Yes","1","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No"
"19","Yes","S8","19","No","Yes","No","No","Yes","0","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No"
"20","Yes","S9","20","Yes","No","No","No","Yes","2","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"21","Yes","S10","19","No","Yes","No","No","Yes","0","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"22","Yes","S11","20","Yes","No","No","No","No","","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No"
"23","Yes","E1","22","No","Yes","No","No","Yes","5 years","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
"24","Yes","E2","20","No","Yes","No","No","No","","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"25","Yes","E3","19","No","Yes","No","No","Yes","1","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
"26","Yes","E4","19","Yes","No","No","No","No","","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"27","Yes","E5","21","No","Yes","No","No","No","","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No"
"28","Yes","E6","20","No","Yes","No","No","No","","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No"
"29","Yes","S12","21","No","Yes","No","No","No","","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No"
"30","Yes","O5","19","Yes","No","No","No","Yes","3 months","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"31","Yes","06","25","Yes","No","No","No","No","","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"32","Yes","S13","21","Yes","No","No","No","No","","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"33","N/A",,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"34","Yes","S14","19","No","No","Yes","No","No","","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
"35","Yes","S15","19","No","Yes","No","No","No","","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"36","Yes","S16","18","No","No","No","Yes","No","","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No"
"37","Yes","A5","19","Yes","No","No","No","Yes","1 year","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No"
"38","Yes","A6","23","Yes","No","No","No","Yes","4 years","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"39","Yes","S17","19","Yes","No","No","No","No","","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"40","Yes","O7","15","No","Yes","No","No","No","","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No"
"41","Yes","O8","17","No","Yes","No","No","No","","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No"
